Nom, Kingdom, Division
Chaunax, Animalia, Chordata
Sphaerechinus, Animalia, Echinodermata
Cellana, Animalia, Mollusca
Mesoplodon, Animalia, Chordata
Sundacarpus, Plantae, Angiosperms
Digenea, Animalia, Platyhelminthes
Hyoscyamus, Plantae, Angiosperms
Lucernaria, Animalia, Cnidaria
Nauphoeta, Animalia, Arthropoda
Ranalisma, Plantae, Angiosperms
Pallisentis, Animalia, Acanthocephala
Ogcocephalus, Animalia, Chordata
Passerina, Animalia, Chordata
Emys, Animalia, Chordata
Octodon, Animalia, Chordata
Leucodon, Animalia, Chordata
Sparganium, Plantae, Angiosperms
Tamolanica, Animalia, Chordata
Lobophyllia, Animalia, Cnidaria
Lysimachia, Plantae, Angiosperms
Synanthedon, Animalia, Arthropoda
Grallaria, Animalia, Chordata
Salacia, Plantae, Angiosperms
Litoria, Animalia, Chordata
Megascops, Animalia, Chordata
Curaeus, Animalia, Chordata
Pseudocercospora, Fungi, Ascomycota
Lexias, Animalia, Arthropoda
Sinonovacula, Animalia, Mollusca
Trimorphodon, Animalia, Chordata
Recurvirostra, Animalia, Chordata
Poecilia, Animalia, Chordata
Bomarea, Plantae, Angiosperms
Neurachne, Plantae, Angiosperms
Paradisaea, Animalia, Chordata
Girella, Animalia, Chordata
Jenynsia, Animalia, Chordata
Rhantus, Animalia, Arthropoda
Paratenuisentis, Animalia, Acanthocephala
Regulus, Animalia, Chordata
Paridae, Animalia, Chordata
Geum, Plantae, Angiosperms
Secale, Plantae, Angiosperms
Nasonia, Animalia, Arthropoda
Cymbidium, Plantae, Angiosperms
Selenicereus, Plantae, Angiosperms
Caerostris, Animalia, Arthropoda
Meleagris, Animalia, Chordata
Arctictis, Animalia, Chordata
Clelia, Animalia, Chordata
Latimeria, Animalia, Chordata
Theraphosa, Animalia, Arthropoda
Metaphire, Animalia, Annelida
Tetragonia, Plantae, Angiosperms
Potamochoerus, Animalia, Chordata
Agriphila, Animalia, Arthropoda
Halesia, Plantae, Angiosperms
Dioscoreophyllum, Plantae, Angiosperms
Thaptomys, Animalia, Chordata
Stephanolepis, Animalia, Chordata
Tydemania, Plantae, Angiosperms
Capreolus, Animalia, Chordata
Impatiens, Plantae, Angiosperms
Capra, Animalia, Chordata
Balanites, Plantae, Angiosperms
Chosenia, Plantae, Angiosperms
Cassiopea, Animalia, Cnidaria
Clangula, Animalia, Chordata
Cochliobolus, Fungi, Ascomycota
Orchesella, Animalia, Arthropoda
Lygodium, Plantae, Ferns
Rebecca, Animalia, Chordata
Arthromyces, Fungi, Basidiomycota
Gryllus, Animalia, Arthropoda
Gecarcinus, Animalia, Arthropoda
Buthacus, Animalia, Arthropoda
Lamprophis, Animalia, Chordata
Maackia, Plantae, Angiosperms
Chorthippus, Animalia, Arthropoda
Pseudalutarius, Animalia, Chordata
Paratya, Animalia, Arthropoda
Galanthus, Plantae, Angiosperms
Ramisyllis, Animalia, Annelida
Fimbriaphyllia, Animalia, Cnidaria
Heterobasidion, Fungi, Basidiomycota
Plasmodium, Protista, Apicomplexa
Ursus, Animalia, Chordata
Trichinella, Animalia, Nematoda
Jemadia, Animalia, Arthropoda
Anthocleista, Plantae, Angiosperms
Arabella, Animalia, Chordata
Pyrhila, Animalia, Chordata
Cheiracanthium, Animalia, Arthropoda
Wanella, Animalia, Chordata
Kandelia, Plantae, Angiosperms
Micaria, Animalia, Arthropoda
Paguma, Animalia, Chordata
Anastrepha, Animalia, Arthropoda
Cephalopterus, Animalia, Chordata
Piliocolobus, Animalia, Chordata
Pseudopus, Animalia, Chordata
Chironectes, Animalia, Chordata
Pectinaria, Animalia, Annelida
Picoides, Animalia, Chordata
Caretta, Animalia, Chordata
Simulium, Animalia, Arthropoda
Rattus, Animalia, Chordata
Microcycas, Plantae, Gymnosperms
Therorhodion, Plantae, Angiosperms
Grandidierella, Animalia, Arthropoda
Centruroides, Animalia, Arthropoda
Chlorococcum, Protista, Chlorophyta
Gracilariopsis, Plantae, Rhodophyta
Crotalus, Animalia, Chordata
Echymipera, Animalia, Chordata
Gloeotilopsis, Bacteria, Cyanobacteria
Passeroidea, Animalia, Chordata
Arbacia, Animalia, Echinodermata
Seculamonas, Protista, Cercozoa
Tagosodes, Animalia, Arthropoda
Mammalia, Animalia, Chordata
Calonectria, Fungi, Ascomycota
Amphibia, Animalia, Chordata
Hypentelium, Animalia, Chordata
Pseudobagrus, Animalia, Chordata
Larus, Animalia, Chordata
Tympanoctomys, Animalia, Chordata
Picathartes, Animalia, Chordata
Bdelloura, Animalia, Platyhelminthes
Calocitta, Animalia, Chordata
Goodenia, Plantae, Angiosperms
Ecballium, Plantae, Angiosperms
Debaryomyces, Fungi, Ascomycota
Bathylychnops, Animalia, Chordata
Scilla, Plantae, Angiosperms
Exaiptasia, Animalia, Cnidaria
Guettarda, Plantae, Angiosperms
Chrysolina, Animalia, Arthropoda
Anoplotrupes, Animalia, Arthropoda
Chrysactinia, Plantae, Angiosperms
Oedignathus, Animalia, Chordata
Ranzania, Animalia, Chordata
Prenanthes, Plantae, Angiosperms
Eurytrema, Animalia, Platyhelminthes
Dysphania, Plantae, Angiosperms
Garcinia, Plantae, Angiosperms
Rensonia, Plantae, Angiosperms
Haptolina, Animalia, Chordata
Meconopsis, Plantae, Angiosperms
Scalopus, Animalia, Chordata
Paracoccidioides, Fungi, Ascomycota
Eulithis, Animalia, Arthropoda
Lehmannia, Animalia, Mollusca
Alocasia, Plantae, Angiosperms
Lysandra, Animalia, Arthropoda
Paragus, Animalia, Arthropoda
Paraconger, Animalia, Chordata
Clostera, Animalia, Arthropoda
Cutaneotrichosporon, Fungi, Basidiomycota
Virididentula, Animalia, Mollusca
Homalonychus, Animalia, Arthropoda
Rhinomuraena, Animalia, Chordata
Myocastor, Animalia, Chordata
Rollulus, Animalia, Chordata
Hevea, Plantae, Angiosperms
Psammophis, Animalia, Chordata
Callicoma, Plantae, Angiosperms
Mazama, Animalia, Chordata
Kaupichthys, Animalia, Chordata
Packera, Plantae, Angiosperms
Theileria, Protista, Apicomplexa
Haplomitrium, Plantae, Bryophytes
Lagophylla, Plantae, Angiosperms
Owenia, Animalia, Annelida
Hippocratea, Plantae, Angiosperms
Deccanometrus, Animalia, Arthropoda
Sinanodonta, Animalia, Mollusca
Uranomys, Animalia, Chordata
Spirotrichea, Protista, Ciliophora
Nyctophilus, Animalia, Chordata
Dytiscidae, Animalia, Arthropoda
Aythya, Animalia, Chordata
Cryptosporidiidae, Protista, Apicomplexa
Parapharyngodon, Animalia, Nematoda
Doriprismatica, Animalia, Mollusca
Pharomachrus, Animalia, Chordata
Dermasterias, Animalia, Echinodermata
Chelmon, Animalia, Chordata
Lethenteron, Animalia, Chordata
Otomys, Animalia, Chordata
Abrothrix, Animalia, Chordata
Gemmuloborsonia, Animalia, Chordata
Alitta, Animalia, Annelida
Vernicia, Plantae, Angiosperms
Diporiphora, Animalia, Chordata
Echinaster, Animalia, Echinodermata
Harpalus, Animalia, Arthropoda
Corallus, Animalia, Chordata
Perumytilus, Animalia, Mollusca
Drysdalia, Animalia, Chordata
Darlingtonia, Plantae, Angiosperms
Raveniella, Animalia, Arthropoda
Epioblasma, Animalia, Mollusca
Mauremys, Animalia, Chordata
Agaricus, Fungi, Basidiomycota
Weigela, Plantae, Angiosperms
Ectophylla, Animalia, Chordata
Desmophyllum, Animalia, Cnidaria
Olindias, Animalia, Cnidaria
Bajacalifornia, Animalia, Mollusca
Taphrina, Fungi, Ascomycota
Chrysemys, Animalia, Chordata
Plectocephalus, Animalia, Arthropoda
Caulophryne, Animalia, Chordata
Commiphora, Plantae, Angiosperms
Leucauge, Animalia, Arthropoda
Rhyzopertha, Animalia, Arthropoda
Megabalanus, Animalia, Arthropoda
Psammodromus, Animalia, Chordata
Agastachys, Plantae, Angiosperms
Tanganicodus, Animalia, Chordata
Ocimum, Plantae, Angiosperms
Necora, Animalia, Arthropoda
Diagramma, Animalia, Chordata
Laodelphax, Animalia, Arthropoda
Jacaranda, Plantae, Angiosperms
Thoopterus, Animalia, Chordata
Thenus, Animalia, Arthropoda
Mobula, Animalia, Chordata
Symphysodon, Animalia, Chordata
Autographa, Animalia, Arthropoda
Thereuopoda, Animalia, Arthropoda
Agama, Animalia, Chordata
Dendrolimus, Animalia, Arthropoda
Agabus, Animalia, Arthropoda
Hylobates, Animalia, Chordata
Aglais, Animalia, Arthropoda
Collichthys, Animalia, Chordata
Eucypris, Animalia, Arthropoda
Aporia, Animalia, Arthropoda
Pachydiplax, Animalia, Arthropoda
Neurospora, Fungi, Ascomycota
Botryosphaeria, Fungi, Ascomycota
Austrosteenisia, Animalia, Arthropoda
Monomorium, Animalia, Arthropoda
Odontarrhena, Animalia, Arthropoda
Harpiocephalus, Animalia, Chordata
Silybum, Plantae, Angiosperms
Guarianthe, Plantae, Angiosperms
Rhopalurus, Animalia, Arthropoda
Mungos, Animalia, Chordata
Cricetulus, Animalia, Chordata
Rhus, Plantae, Angiosperms
Cursorius, Animalia, Chordata
Cerrena, Fungi, Basidiomycota
Epomops, Animalia, Chordata
Armeria, Plantae, Angiosperms
Eremopyrum, Plantae, Angiosperms
Exserohilum, Fungi, Ascomycota
Naupactus, Animalia, Arthropoda
Drymophloeus, Animalia, Arthropoda
Motacilla, Animalia, Chordata
Dysalotus, Animalia, Arthropoda
Plagioporus, Animalia, Platyhelminthes
Eryx, Animalia, Chordata
Physalaemus, Animalia, Chordata
Semibalanus, Animalia, Arthropoda
Oxyomus, Animalia, Arthropoda
Bassozetus, Animalia, Chordata
Solenosteira, Animalia, Arthropoda
Blepharisma, Protista, Ciliophora
Ectropis, Animalia, Arthropoda
Entella, Animalia, Arthropoda
Amblycercus, Animalia, Chordata
Calcarius, Animalia, Chordata
Perideridia, Plantae, Angiosperms
Viviania, Animalia, Arthropoda
Chorismus, Animalia, Arthropoda
Moraea, Plantae, Angiosperms
Trogon, Animalia, Chordata
Chromodoris, Animalia, Mollusca
Rinorea, Plantae, Angiosperms
Epiblema, Animalia, Arthropoda
Caracara, Animalia, Chordata
Amyelois, Animalia, Arthropoda
Eirenis, Animalia, Chordata
Melithreptus, Animalia, Chordata
Alabama, Animalia, Arthropoda
Ibycter, Animalia, Chordata
Neophasia, Animalia, Arthropoda
Euphlyctis, Animalia, Chordata
Aegithina, Animalia, Chordata
Lunarca, Animalia, Mollusca
Arthroderma, Fungi, Ascomycota
Goera, Animalia, Arthropoda
Geitonoplesium, Plantae, Angiosperms
Nebria, Animalia, Arthropoda
Cydia, Animalia, Arthropoda
Euschistus, Animalia, Arthropoda
Orthocoelium, Animalia, Platyhelminthes
Achlya, Protista, Oomycota
Thermarces, Animalia, Chordata
Chilo, Animalia, Arthropoda
Damaliscus, Animalia, Chordata
Nyctomys, Animalia, Chordata
Cenchritis, Animalia, Mollusca
Chaerilus, Animalia, Arthropoda
Eurypyga, Animalia, Chordata
Pagrus, Animalia, Chordata
Eremothecium, Fungi, Ascomycota
Albuca, Plantae, Angiosperms
Laburnum, Plantae, Angiosperms
Phodopus, Animalia, Chordata
Erimyzon, Animalia, Chordata
Rhyncholestes, Animalia, Chordata
Vazella, Animalia, Arthropoda
Miomantis, Animalia, Arthropoda
Luzula, Plantae, Angiosperms
Abroscelis, Animalia, Arthropoda
Weinmannia, Plantae, Angiosperms
Eriocnemis, Animalia, Arthropoda
Micropsectra, Animalia, Arthropoda
Phyllostachys, Plantae, Angiosperms
Elephas, Animalia, Chordata
Oxylebius, Animalia, Arthropoda
Sylvicapra, Animalia, Chordata
Heimyscus, Animalia, Chordata
Spongilla, Animalia, Porifera
Hypsiscopus, Animalia, Arthropoda
Thoropa, Animalia, Chordata
Chloroidium, Plantae, Chlorophyta
Cistus, Plantae, Angiosperms
Elodea, Plantae, Angiosperms
Lepidozona, Animalia, Arthropoda
Helicosporidium, Protista, Apicomplexa
Dimorphotheca, Plantae, Angiosperms
Ametrida, Animalia, Arthropoda
Palmaria, Plantae, Rhodophyta
Lophiotoma, Animalia, Mollusca
Epiactis, Animalia, Cnidaria
Hybomys, Animalia, Chordata
Arrhenatherum, Plantae, Angiosperms
Anthidium, Animalia, Arthropoda
Lantana, Plantae, Angiosperms
Laxta, Animalia, Arthropoda
Opisthorchis, Animalia, Platyhelminthes
Adiantum, Plantae, Pteridophyta
Carangoides, Animalia, Chordata
Griffinia, Plantae, Angiosperms
Stygiopontius, Animalia, Arthropoda
Kitagawia, Animalia, Arthropoda
Umbra, Animalia, Chordata
Nereimyra, Animalia, Arthropoda
Libertia, Plantae, Angiosperms
Brachypodium, Plantae, Angiosperms
Sarconesiopsis, Animalia, Arthropoda
Caladenia, Plantae, Angiosperms
Jacaratia, Plantae, Angiosperms
Alepocephalus, Animalia, Chordata
Leuconotopicus, Animalia, Chordata
Mesembryanthemum, Plantae, Angiosperms
Greenmaniella, Animalia, Arthropoda
Psathyrostachys, Plantae, Angiosperms
Leucosarcia, Animalia, Chordata
Piaya, Animalia, Chordata
Antiopella, Animalia, Arthropoda
Actinia, Animalia, Cnidaria
Centurio, Animalia, Arthropoda
Calluna, Plantae, Angiosperms
Metridium, Animalia, Cnidaria
Beamys, Animalia, Chordata
Turritis, Plantae, Angiosperms
Corydalus, Animalia, Arthropoda
Parastrellus, Animalia, Chordata
Phocoenoides, Animalia, Chordata
Molothrus, Animalia, Chordata
Asychis, Animalia, Mollusca
Scomber, Animalia, Chordata
Acartia, Animalia, Arthropoda
Azolla, Plantae, Pteridophyta
Limosa, Animalia, Chordata
Briza, Plantae, Angiosperms
Soriculus, Animalia, Chordata
Arthropoda, Animalia, Arthropoda
Ischnochiton, Animalia, Mollusca
Craterostigmus, Animalia, Arthropoda
Chrysotila, Animalia, Arthropoda
Hookeria, Plantae, Bryophyta
Tulipa, Plantae, Angiosperms
Rhomboplites, Animalia, Chordata
Heliothrips, Animalia, Arthropoda
Carettochelys, Animalia, Chordata
Ranunculus, Plantae, Angiosperms
Gorgonia, Animalia, Cnidaria
Gracililima, Animalia, Arthropoda
Linyphia, Animalia, Arthropoda
Selaginella, Plantae, Lycophyta
Metopium, Plantae, Angiosperms
Tosia, Animalia, Arthropoda
Elephantulus, Animalia, Chordata
Fruhstorferiola, Animalia, Arthropoda
Lepidopleurus, Animalia, Arthropoda
Amblyramphus, Animalia, Chordata
Ravenea, Plantae, Angiosperms
Asagena, Animalia, Arthropoda
Oreomystis, Animalia, Chordata
Xenopeltis, Animalia, Chordata
Paramylodon, Animalia, Chordata
Anelosimus, Animalia, Arthropoda
Terminalia, Plantae, Angiosperms
Amplirhagada, Animalia, Arthropoda
Egretta, Animalia, Chordata
Aeolidia, Animalia, Mollusca
Curetis, Animalia, Arthropoda
Sypheotides, Animalia, Chordata
Coelophrys, Animalia, Arthropoda
Okapia, Animalia, Chordata
Podomys, Animalia, Chordata
Myzopsetta, Animalia, Chordata
Euteleostomi, Animalia, Chordata
Porcellionides, Animalia, Arthropoda
Psilocybe, Fungi, Basidiomycota
Halcurias, Animalia, Chordata
Masturus, Animalia, Chordata
Mammuthus, Animalia, Chordata
Triphora, Plantae, Angiosperms
Miichthys, Animalia, Chordata
Basidiomycota, Fungi, Basidiomycota
Scaphirhynchus, Animalia, Chordata
Sporophila, Animalia, Chordata
Spilotes, Animalia, Chordata
Oplurus, Animalia, Chordata
Rhipidomys, Animalia, Chordata
Rhabdastrella, Animalia, Porifera
Quistrachia, Animalia, Arthropoda
Epacanthaclisis, Animalia, Arthropoda
Crassispira, Animalia, Mollusca
Anacridium, Animalia, Arthropoda
Phocoena, Animalia, Chordata
Obscurella, Animalia, Mollusca
Priacma, Animalia, Arthropoda
Pseudosasa, Plantae, Angiosperms
Chlorurus, Animalia, Chordata
Pareuchiloglanis, Animalia, Chordata
Opodiphthera, Animalia, Arthropoda
Caiman, Animalia, Chordata
Chrysochir, Animalia, Chordata
Oncorhynchus, Animalia, Chordata
Lamellibrachia, Animalia, Annelida
Rhithropanopeus, Animalia, Arthropoda
Catostylus, Animalia, Cnidaria
Chondestes, Animalia, Chordata
Ergaula, Animalia, Arthropoda
Megaderma, Animalia, Chordata
Michelia, Plantae, Angiosperms
Chlorostoma, Animalia, Mollusca
Noccaea, Plantae, Angiosperms
Nematolebias, Animalia, Chordata
Grus, Animalia, Chordata
Hypsipetes, Animalia, Chordata
Hypsophrys, Animalia, Chordata
Phragmatopoma, Animalia, Annelida
Meretrix, Animalia, Mollusca
Phaeodactylum, Protista, Bacillariophyta
Cynoglossus, Animalia, Chordata
Aonidiella, Animalia, Arthropoda
Cyphononyx, Animalia, Arthropoda
Hoya, Plantae, Angiosperms
Kryptolebias, Animalia, Chordata
Bruchidius, Animalia, Arthropoda
Actinotus, Plantae, Angiosperms
Lamna, Animalia, Chordata
Plicaturopsis, Animalia, Chordata
Heteroctenus, Animalia, Arthropoda
Pireneitega, Animalia, Arthropoda
Emberiza, Animalia, Chordata
Gratiola, Plantae, Angiosperms
Pseudoleistes, Animalia, Chordata
Liodytes, Animalia, Chordata
Rhynchospiza, Animalia, Chordata
Euclea, Plantae, Angiosperms
Carapa, Plantae, Angiosperms
Millerozyma, Fungi, Ascomycota
Hottonia, Plantae, Angiosperms
Villarsia, Plantae, Angiosperms
Funambulus, Animalia, Chordata
Moquiniella, Animalia, Chordata
Phalanger, Animalia, Chordata
Fungal, Fungi, unspecified
Eclysippe, Animalia, Arthropoda
Mollugo, Plantae, Angiosperms
Bolitaena, Animalia, Chordata
Austrocedrus, Plantae, Gymnosperms
Hypotaenidia, Animalia, Chordata
Leucocarbo, Animalia, Chordata
Sinularia, Animalia, Cnidaria
Tropidurus, Animalia, Chordata
Chelonibia, Animalia, Arthropoda
Lestoros, Animalia, Chordata
Stelgidopteryx, Animalia, Chordata
Gregarina, Protista, Apicomplexa
Tenebrio, Animalia, Arthropoda
Anomodon, Plantae, Bryophyta
Ibicella, Plantae, Angiosperms
Nembrotha, Animalia, Mollusca
Lithobius, Animalia, Arthropoda
Asterids, Plantae, Angiosperms
Euchiloglanis, Animalia, Chordata
Pseudophryne, Animalia, Chordata
Glyptolithodes, Animalia, Arthropoda
Ophisurus, Animalia, Chordata
Macrobrachium, Animalia, Arthropoda
Helicoverpa, Animalia, Arthropoda
Rhabdotorrhinus, Animalia, Chordata
Berylmys, Animalia, Chordata
Molineria, Plantae, Angiosperms
Prorocentrum, Protista, Dinoflagellata
Sarcopterygii, Animalia, Chordata
Hemerophila, Animalia, Arthropoda
Pratylenchus, Animalia, Nematoda
Chetone, Animalia, Arthropoda
Batrachochytrium, Fungi, Chytridiomycota
Balearica, Animalia, Chordata
Tradescantia, Plantae, Angiosperms
Virgilia, Plantae, Angiosperms
Gonostoma, Animalia, Chordata
Zophobas, Animalia, Arthropoda
Aramus, Animalia, Chordata
Leposoma, Animalia, Chordata
Zeyheria, Plantae, Angiosperms
Rhipicephalus, Animalia, Arthropoda
Lemiox, Animalia, Arthropoda
Actaea, Plantae, Angiosperms
Exiligada, Animalia, Arthropoda
Kosteletzkya, Plantae, Angiosperms
Viridiplantae, Plantae, Angiosperms
Micrastur, Animalia, Chordata
Erythrolamprus, Animalia, Chordata
Monodaeus, Animalia, Arthropoda
Albinaria, Animalia, Mollusca
Hofstenia, Animalia, Platyhelminthes
Lithodytes, Animalia, Chordata
Bryanthus, Animalia, Arthropoda
Sprattus, Animalia, Chordata
Halichoerus, Animalia, Chordata
Haliclystus, Animalia, Cnidaria
Gordius, Animalia, Nematoda
Anilius, Animalia, Chordata
Brevipalpus, Animalia, Arthropoda
Glabraster, Animalia, Echinodermata
Carabus, Animalia, Arthropoda
Platanus, Plantae, Angiosperms
Galega, Plantae, Angiosperms
Jellisonia, Animalia, Arthropoda
Nematocida, Animalia, Nematoda
Acanthus, Plantae, Angiosperms
Amblyopappus, Plantae, Angiosperms
Zeus, Animalia, Chordata
Ceratomia, Animalia, Arthropoda
Glaridoglanis, Animalia, Chordata
Tropidolaemus, Animalia, Chordata
Fritillaria, Plantae, Angiosperms
Eimeriidae, Protista, Apicomplexa
Tripos, Animalia, Arthropoda
Abudefduf, Animalia, Chordata
Ceratodalia, Animalia, Chordata
Histomonas, Protista, Parabasalia
Anguillicoloides, Animalia, Nematoda
Barringtonia, Plantae, Angiosperms
Fluvitrygon, Animalia, Chordata
Livistona, Plantae, Angiosperms
Pedicularis, Plantae, Angiosperms
Harmonia, Animalia, Arthropoda
Noctilio, Animalia, Chordata
Baptisia, Plantae, Angiosperms
Celestus, Animalia, Chordata
Hemigrammus, Animalia, Chordata
Macrotis, Animalia, Chordata
Psammechinus, Animalia, Echinodermata
Sterechinus, Animalia, Echinodermata
Telescopus, Animalia, Chordata
Diacrisia, Animalia, Arthropoda
Parietaria, Plantae, Angiosperms
Berryteuthis, Animalia, Mollusca
Boops, Animalia, Chordata
Crambe, Plantae, Angiosperms
Beauveria, Fungi, Ascomycota
Imantodes, Animalia, Chordata
Antedon, Animalia, Echinodermata
Zu, Animalia, Chordata
Polybia, Animalia, Arthropoda
Baylisascaris, Animalia, Nematoda
Spirula, Animalia, Mollusca
Scleropodium, Plantae, Bryophyta
Campsis, Plantae, Angiosperms
Dalbulus, Animalia, Arthropoda
Coelastrum, Protista, Chlorophyta
Priapulus, Animalia, Priapulida
Zelotomys, Animalia, Chordata
Haematococcus, Protista, Chlorophyta
Rugilus, Animalia, Arthropoda
Caracanthus, Animalia, Chordata
Cryptococcus, Fungi, Basidiomycota
Hebomoia, Animalia, Arthropoda
Chlorornis, Animalia, Chordata
Syconycteris, Animalia, Chordata
Ctenus, Animalia, Arthropoda
Hesperoyucca, Plantae, Angiosperms
Micaelamys, Animalia, Chordata
Suncus, Animalia, Chordata
Elaeis, Plantae, Angiosperms
Nuchequula, Animalia, Chordata
Mesonauta, Animalia, Chordata
Myxobolus, Animalia, Cnidaria
Calocedrus, Plantae, Gymnosperms
Hamamelis, Plantae, Angiosperms
Onychorhynchus, Animalia, Chordata
Sassafras, Plantae, Angiosperms
Sympiesis, Animalia, Arthropoda
Donax, Animalia, Mollusca
Albifimbria, Animalia, Arthropoda
Timema, Animalia, Arthropoda
Telchin, Animalia, Chordata
Giraffa, Animalia, Chordata
Narella, Animalia, Chordata
Dodonaea, Plantae, Angiosperms
Delisea, Plantae, Rhodophyta
Sauromys, Animalia, Chordata
Beroe, Animalia, Ctenophora
Eulophus, Animalia, Arthropoda
Arborimus, Animalia, Chordata
Zanclus, Animalia, Chordata
Plasmodiophora, Protista, Rhizaria
Stevia, Plantae, Angiosperms
Microbotryum, Fungi, Basidiomycota
Commellus, Animalia, Chordata
Glis, Animalia, Chordata
Buxbaumia, Plantae, Bryophyta
Ophiophagus, Animalia, Chordata
Rosids, Plantae, Angiosperms
Isurus, Animalia, Chordata
Galliformes, Animalia, Chordata
Myzostoma, Animalia, Annelida
Cypripedium, Plantae, Angiosperms
Cynopterus, Animalia, Chordata
Ophiostoma, Fungi, Ascomycota
Psilostrophe, Plantae, Angiosperms
Andricus, Animalia, Arthropoda
Echinocactus, Plantae, Angiosperms
Talaromyces, Fungi, Ascomycota
Townsendia, Plantae, Angiosperms
Sesamum, Plantae, Angiosperms
Trachipterus, Animalia, Chordata
Gymnopilus, Fungi, Basidiomycota
Blepharispermum, Plantae, Angiosperms
Juniperus, Plantae, Gymnosperms
Eriogonum, Plantae, Angiosperms
Ceratiosicyos, Plantae, Angiosperms
Depressaria, Animalia, Arthropoda
Giardia, Protista, Metamonada
Physignathus, Animalia, Chordata
Convolvulus, Plantae, Angiosperms
Symbiodinium, Protista, Dinoflagellata
Poa, Plantae, Angiosperms
Sabatia, Plantae, Angiosperms
Pulchrana, Animalia, Chordata
Heteromys, Animalia, Chordata
Lissachatina, Animalia, Mollusca
Epidendrum, Plantae, Angiosperms
Fistulifera, Protista, Ochrophyta
Merulina, Animalia, Cnidaria
Chrysaora, Animalia, Cnidaria
Houttuynia, Plantae, Angiosperms
Bostrycapulus, Animalia, Mollusca
Jordanella, Animalia, Chordata
Kummerowia, Plantae, Angiosperms
Thinopyrum, Plantae, Angiosperms
Hylonycteris, Animalia, Chordata
Eurynia, Animalia, Chordata
Madascincus, Animalia, Chordata
Pachycaulos, Plantae, Angiosperms
Cybister, Animalia, Arthropoda
Correa, Plantae, Angiosperms
Smodingium, Plantae, Angiosperms
Hyalurga, Animalia, Chordata
Erbessa, Animalia, Arthropoda
Cirrospilus, Animalia, Arthropoda
Auricularia, Fungi, Basidiomycota
Pultenaea, Plantae, Angiosperms
Sinistrofulgur, Animalia, Mollusca
Plumeria, Plantae, Angiosperms
Isognathus, Animalia, Arthropoda
Pleosporales, Fungi, Ascomycota
Ara, Animalia, Chordata
Choeroniscus, Animalia, Chordata
Rallus, Animalia, Chordata
Petunia, Plantae, Angiosperms
Centropus, Animalia, Chordata
Graptacme, Animalia, Mollusca
Hisparonia, Animalia, Arthropoda
Stenella, Animalia, Chordata
Amelanchier, Plantae, Angiosperms
Pilularia, Plantae, Ferns
Raja, Animalia, Chordata
Arvicola, Animalia, Chordata
Lysichiton, Plantae, Angiosperms
Opisthacanthus, Animalia, Arthropoda
Hoplocorypha, Animalia, Arthropoda
Ablepharus, Animalia, Chordata
Tetranematichthys, Animalia, Chordata
Stomoxys, Animalia, Arthropoda
Erinaceus, Animalia, Chordata
Pestalotiopsis, Fungi, Ascomycota
Gobiosoma, Animalia, Chordata
Palicourea, Plantae, Angiosperms
Tamias, Animalia, Chordata
Pachygrapsus, Animalia, Arthropoda
Scirtothrips, Animalia, Arthropoda
Wormaldia, Animalia, Arthropoda
Acrostichum, Plantae, Ferns
Metapenaeus, Animalia, Arthropoda
Pediculus, Animalia, Arthropoda
Lappula, Plantae, Angiosperms
Ixoreus, Animalia, Chordata
Sipunculus, Animalia, Annelida
Hypnea, Plantae, Rhodophyta
Brachylagus, Animalia, Chordata
Atherina, Animalia, Chordata
Myzus, Animalia, Arthropoda
Strongyloides, Animalia, Nematoda
Carposina, Animalia, Arthropoda
Empoasca, Animalia, Arthropoda
Microthlaspi, Plantae, Angiosperms
Pombalia, Plantae, Angiosperms
Zexmenia, Plantae, Angiosperms
Gypsophila, Plantae, Angiosperms
Berthella, Animalia, Mollusca
Brachynemurus, Animalia, Arthropoda
Sepedon, Animalia, Arthropoda
Fusigobius, Animalia, Chordata
Nothobranchius, Animalia, Chordata
Mogera, Animalia, Chordata
Polystichum, Plantae, Ferns
Verruca, Animalia, Chordata
Macropsychanthus, Animalia, Chordata
Phorcus, Animalia, Mollusca
Myosorex, Animalia, Chordata
Allochrocebus, Animalia, Chordata
Palythoa, Animalia, Cnidaria
Satyrodes, Animalia, Arthropoda
Bassia, Plantae, Angiosperms
Anomochloa, Plantae, Angiosperms
Thanatephorus, Fungi, Basidiomycota
Sanguisorba, Plantae, Angiosperms
Meloe, Animalia, Arthropoda
Cyphotilapia, Animalia, Chordata
Crossorhombus, Animalia, Chordata
Oedalechilus, Animalia, Chordata
Chaetymenia, Plantae, Rhodophyta
Petrophassa, Animalia, Chordata
Ceratophyllum, Plantae, Angiosperms
Cyclocybe, Fungi, Basidiomycota
Robillarda, Animalia, Chordata
Phlogiellus, Animalia, Arthropoda
Limenitis, Animalia, Arthropoda
Eriophyllum, Plantae, Angiosperms
Sinergasilus, Animalia, Arthropoda
Cypselurus, Animalia, Chordata
Arnebia, Plantae, Angiosperms
Doliolum, Animalia, Chordata
Phanerochaete, Fungi, Basidiomycota
Aloe, Plantae, Angiosperms
Philibertia, Plantae, Angiosperms
Sphoeroides, Animalia, Chordata
Vieja, Animalia, Chordata
Abacion, Animalia, Chordata
Mylopharyngodon, Animalia, Chordata
Perameles, Animalia, Chordata
Sturnella, Animalia, Chordata
Xiphidium, Animalia, Arthropoda
Gordonia, Plantae, Angiosperms
Cochlospermum, Plantae, Angiosperms
